"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage""Inbetriebnahmedatum der KWK-Anlage""Elektrische KWK-Leistung""Thermische Nutzleistung in kW"
"SEE989009802979";"Windpark Dickesbach II";"In Betrieb";"Wind";"3000";"3000";"11.8.2014";"14.3.2021";"Rheinland-Pfalz";"55758";"Dickesbach";"";"";"Dickesbach";"Flur 6 , Flurstück 31";"07134019";"49,703926";"7,416708";"";"";"Windpark Dickesbach II";"149";"101";"ENERCON GmbH";"E101";"";"";"Horizontalläufer";"Windkraft an Land";"14.3.2021";"";"";"Windpark Dickesbach II";"ABR981067683941";"Volleinspeisung";"SGE902276137421";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"In Prüfung";"Mittelspannung";"SEL961577399532";"EEG924908304179";"";"11.8.2014";"";""""""""
"SEE913644898165";"WEA 1 Langenbach";"In Planung";"Wind";"5500";"5500";"";"20.3.2021";"Rheinland-Pfalz";"66871";"Albessen";"";"";"Albessen";"0 Flurstück 175/2";"07336002";"49,5085";"7,317565";"";"";"Langenbach";"161";"158";"General Electric Deutschland Holding GmbH";"GE 5,5-158";"";"";"Horizontalläufer";"Windkraft an Land";"15.12.2021";"";"1.6.2022";"PROKON Windpark Langenbach GmbH & Co. KG";"ABR969198500375";"Volleinspeisung";"SGE994934150200";"Pfalzwerke Netz AG (SNB961471621746)";"SNB961471621746";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE964417865563";"WEA 4 Langenbach";"In Planung";"Wind";"5500";"5500";"";"20.3.2021";"Rheinland-Pfalz";"66871";"Konken";"";"";"Konken";"0 Flurstück 1266, 1277";"07336052";"49,505946";"7,32744";"";"";"Langenbach";"120,9";"158";"General Electric Deutschland Holding GmbH";"GE 5,5-158";"";"";"Horizontalläufer";"Windkraft an Land";"15.12.2021";"";"1.6.2022";"PROKON Windpark Langenbach GmbH & Co. KG";"ABR969198500375";"Volleinspeisung";"SGE927586249190";"Pfalzwerke Netz AG (SNB961471621746)";"SNB961471621746";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE968651980556";"HWH 1";"In Planung";"Wind";"3600";"3600";"";"25.3.2021";"Rheinland-Pfalz";"55234";"Hangen-Weisheim";"";"";"Hangen-Weisheim";"2:007, 008, 009";"07331039";"49,727794";"8,1812";"";"";"WP Hangen-Weisheim";"141";"116,8";"Nordex Energy GmbH";"N117";"";"";"Horizontalläufer";"Windkraft an Land";"29.3.2021";"";"1.1.2022";"Energiepark 1 Betriebs UG & Co. KG";"ABR989367720090";"Volleinspeisung";"SGE928692755612";"EWR Netz GmbH (SNB969068596941)";"SNB969068596941";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE943802710947";"WEA 2340270";"In Betrieb";"Wind";"2300";"2300";"22.12.2010";"26.3.2021";"Rheinland-Pfalz";"54597";"Pronsfeld";"";"";"Habscheid";"10/39";"07232292";"50,180206";"6,245461";"";"";"Windpark Kesfeld-Heckhuscheid GmbH & Co. KG";"99,5";"101";"Siemens Wind Power GmbH & Co. KG";"SWT 2.3";"";"";"Horizontalläufer";"Windkraft an Land";"13.4.2021";"";"";"Windpark Kesfeld-Heckhuscheid GmbH & Co. KG";"ABR917144931827";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL948125472763";"EEG956234720309";"E3123801V000000000000014205917783";"22.12.2010";"";""""""""
"SEE975869125938";"WEA 2304271";"In Betrieb";"Wind";"2300";"2300";"22.12.2010";"26.3.2021";"Rheinland-Pfalz";"54597";"Pronsfeld";"";"";"Hollnich";"9/7";"07232292";"50,175778";"6,244833";"";"";"Windpark Kesfeld-Heckhuscheid GmbH & Co. KG";"99,5";"101";"Siemens Wind Power GmbH & Co. KG";"SWT 2.3";"";"";"Horizontalläufer";"Windkraft an Land";"13.4.2021";"";"";"Windpark Kesfeld-Heckhuscheid GmbH & Co. KG";"ABR917144931827";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL948125472763";"EEG950935374434";"E3123801V000000000000014205919207";"22.12.2010";"";""""""""
"SEE906479002401";"Wörrstadt III WEA 01";"In Planung";"Wind";"5600";"5600";"";"1.4.2021";"Rheinland-Pfalz";"55286";"Wörrstadt";"";"";"Wörrstadt";"Flur10: 100/1";"07331073";"49,822328";"8,117783";"";"";"Wörrstadt III";"166";"150";"Vestas Deutschland GmbH";"V150";"";"";"Horizontalläufer";"Windkraft an Land";"1.4.2021";"";"23.11.2022";"juwi AG";"ABR941190092140";"Volleinspeisung";"SGE928703185117";"EWR Netz GmbH (SNB969068596941)";"SNB969068596941";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE904641003423";"natcraft energy solution III GmbH&Co.KG";"In Planung";"Wind";"5700";"5700";"";"1.4.2021";"Rheinland-Pfalz";"56291";"Bickenbach";"";"";"Bickenbach";"Flur 12, Flurstück 1/2";"07140010";"50,103334";"7,526191";"";"";"Windpark Bickenbach";"164";"163";"Nordex Energy GmbH";"N 163 5.7 STE";"";"";"Horizontalläufer";"Windkraft an Land";"1.4.2021";"";"1.4.2023";"natcraft energy solution III GmbH&Co.KG";"ABR999497735260";"Volleinspeisung";"SGE902885814775";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE994806896045";"ABR936777610367";"In Betrieb";"Wind";"2500";"2500";"29.9.2016";"8.4.2021";"Rheinland-Pfalz";"66919";"Hettenhausen";"";"";"Hettenhausen";"2805";"07340018";"49,349619";"7,555462";"";"";"GJV Energie Sickingerhöhe GmbH";"140";"112";"VENSYS Energy AG";"V112";"";"";"Horizontalläufer";"Windkraft an Land";"9.4.2021";"";"";"GJV Energie Sickingerhöhe GmbH &Co. WEA Hettenhausen KG";"ABR936777610367";"Volleinspeisung";"";"Pfalzwerke Netz AG (SNB961471621746)";"SNB961471621746";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL917412004871";"EEG957461519742";"E3025401WEA0004100033900000013982";"29.9.2016";"";""""""""
"SEE950052945654";"WKA C2";"In Planung";"Wind";"4500";"4500";"";"28.4.2021";"Rheinland-Pfalz";"56729";"Monreal";"";"";"Monreal";"Flur1: 178/2";"07137068";"50,30496";"7,188386";"";"";"Cond2";"125,4";"149";"Nordex Energy GmbH";"N149/4500";"";"";"Horizontalläufer";"Windkraft an Land";"28.4.2021";"";"1.1.2022";"Windpark Cond 2 WPC GmbH & Co. KG";"ABR943992721167";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE969225463185";"Jung&Gries Energie UG(haftungsbeschränkt) ＆Co. Windrad Oberarnbach KG";"In Betrieb";"Wind";"1000";"1000";"27.10.1999";"13.6.2021";"Rheinland-Pfalz";"66919";"Hettenhausen";"";"";"Oberarnbach";"1800";"07340018";"49,376868";"7,587604";"";"";"Windpark Oberarnbach";"91,5";"62";"DeWind GmbH";"D62";"";"";"Horizontalläufer";"Windkraft an Land";"12.8.2021";"";"";"Jung&Gries Energie UG(haftungsbeschränkt) ＆Co. Windrad Oberarnbach KG";"ABR918964493458";"Volleinspeisung";"";"Pfalzwerke Netz AG (SNB961471621746)";"SNB961471621746";"Geprüft";"Mittelspannung";"SEL936432451403";"EEG957726291819";"E30254010000000000005230787301688";"27.10.1999";"";""""""""
"SEE980612901516";"Bürgerrad Oberarnbach";"In Betrieb";"Wind";"1000";"1000";"29.5.2000";"13.6.2021";"Rheinland-Pfalz";"66851";"Oberarnbach";"";"";"Oberarnbach";"1676";"07335031";"49,379551";"7,596647";"";"";"Windpark Oberarnbach";"91,5";"62";"DeWind GmbH";"D62";"";"";"Horizontalläufer";"Windkraft an Land";"12.8.2021";"";"";"Jung & Gries UG(haftungsbeschränkt) ＆Co. Bürgerrad Oberarnbach KG";"ABR910245058875";"Volleinspeisung";"";"Pfalzwerke Netz AG (SNB961471621746)";"SNB961471621746";"Geprüft";"Mittelspannung";"SEL936432451403";"EEG948951142540";"E30254010000000000005230787306704";"29.5.2000";"";""""""""
"SEE980093132287";"Neuendorf NDF 01";"In Planung";"Wind";"4200";"4200";"";"28.7.2021";"Rheinland-Pfalz";"54597";"Neuendorf";"";"";"Neuendorf";"1, Flurstücke 6; 8/1";"07232272";"50,309638";"6,465214";"";"";"Windpark Neuendorf RLP";"166";"150";"Vestas Deutschland GmbH";"V150-4.2";"";"";"Horizontalläufer";"Windkraft an Land";"28.7.2021";"";"1.8.2023";"EnBW Windkraftprojekte GmbH";"ABR986645205263";"";"SGE937352936858";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE905098271120";"Neuendorf NDF 02";"In Planung";"Wind";"4200";"4200";"";"28.7.2021";"Rheinland-Pfalz";"54597";"Neuendorf";"";"";"Neuendorf";"1, Flurstücke 8/1; 70 und Flur 2, Flurstück Nr. 2";"07232272";"50,305659";"6,464288";"";"";"Windpark Neuendorf RLP";"123";"150";"Vestas Deutschland GmbH";"V150-4.2";"";"";"Horizontalläufer";"Windkraft an Land";"28.7.2021";"";"1.8.2023";"EnBW Windkraftprojekte GmbH";"ABR986645205263";"";"SGE937352936858";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE937553474821";"WEA N01";"In Planung";"Wind";"5600";"5600";"";"27.7.2021";"Rheinland-Pfalz";"55237";"Flonheim";"";"";"Flonheim";"Flur 15, Flurstück 3 und 4";"07331012";"49,806752";"8,025925";"";"";"Gau-Bickelheim Repowering 1";"169";"162";"Vestas Deutschland GmbH";"V162";"";"";"Horizontalläufer";"Windkraft an Land";"27.7.2021";"";"1.1.2023";"wiwi plan GmbH & Co. KG";"ABR991591964171";"Volleinspeisung";"SGE920570808755";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";""""""""
"SEE905612313756";"WEA N02";"In Planung";"Wind";"5600";"5600";"";"27.7.2021";"Rheinland-Pfalz";"55237";"Flonheim";"";"";"Flonheim";"Flur 14, Flurstück 42";"07331012";"49,810731";"8,023148";"";"";"Gau-Bickelheim Repowering 1";"169";"162";"Vestas Deutschland GmbH";"V162";"";"";"Horizontalläufer";"Windkraft an Land";"27.7.2021";"";"1.1.2023";"wiwi plan GmbH & Co. KG";"ABR991591964171";"Volleinspeisung";"SGE920570808755";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";""""""""
"SEE901987529129";"WEA N03";"In Planung";"Wind";"5600";"5600";"";"27.7.2021";"Rheinland-Pfalz";"55597";"Gumbsheim";"";"";"Gumbsheim";"Flur 9, Flurstück 42";"07331035";"49,813393";"8,018827";"";"";"Gau-Bickelheim Repowering 1";"169";"162";"Vestas Deutschland GmbH";"V162";"";"";"Horizontalläufer";"Windkraft an Land";"27.7.2021";"";"1.1.2023";"wiwi plan GmbH & Co. KG";"ABR991591964171";"Volleinspeisung";"SGE920570808755";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";""""""""
"SEE992183838320";"ABO Wind WP Dünfus WEA 1";"In Planung";"Wind";"5600";"5600";"";"29.7.2021";"Rheinland-Pfalz";"56754";"Dünfus";"";"";"Dünfus";"Flur2: 67";"07135022";"50,216606";"7,215005";"";"";"ABO Wind WP Dünfus";"166";"150";"Vestas Deutschland GmbH";"V150-5.6MW-169HH";"";"";"Horizontalläufer";"Windkraft an Land";"29.7.2021";"";"31.12.2022";"ABO Wind WP Dünfus GmbH & Co. KG";"ABR912078835296";"Volleinspeisung";"SGE919724437767";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE910849552540";"WEA Her07";"In Planung";"Wind";"3600";"3600";"";"30.7.2021";"Rheinland-Pfalz";"54413";"Gusenburg";"";"";"Gusenburg";"Flur 7: Flurstück 326/15";"07235036";"49,628299";"6,918094";"";"";"Windpark Gusenburg Süd";"132";"136";"Vestas Deutschland GmbH";"V136-3.45/3.6MW";"";"";"Horizontalläufer";"Windkraft an Land";"30.7.2021";"";"1.9.2022";"JWP Jade Windpark GmbH&Co. 18. Betriebs KG";"ABR955129926154";"Volleinspeisung";"SGE946107528606";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE967991619508";"WEA Her08";"In Planung";"Wind";"4200";"4200";"";"30.7.2021";"Rheinland-Pfalz";"54413";"Gusenburg";"";"";"Gusenburg";"Flur 7: Flurstück 316/5";"07235036";"49,62668";"6,922124";"";"";"Windpark Gusenburg Süd";"166";"136";"Vestas Deutschland GmbH";"V136-4.0/4.2MW";"";"";"Horizontalläufer";"Windkraft an Land";"30.7.2021";"";"1.9.2022";"JWP Jade Windpark GmbH&Co. 18. Betriebs KG";"ABR955129926154";"Volleinspeisung";"SGE946107528606";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE996663598674";"WEA Her09";"In Planung";"Wind";"3600";"3600";"";"30.7.2021";"Rheinland-Pfalz";"54413";"Gusenburg";"";"";"Gusenburg";"Flur 7: Flurstück 681/319";"07235036";"49,624382";"6,914398";"";"";"Windpark Gusenburg Süd";"132";"136";"Vestas Deutschland GmbH";"V136-3.45/3.6MW";"";"";"Horizontalläufer";"Windkraft an Land";"30.7.2021";"";"1.9.2022";"JWP Jade Windpark GmbH&Co. 18. Betriebs KG";"ABR955129926154";"Volleinspeisung";"SGE946107528606";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE943999890743";"WEA Her10";"In Planung";"Wind";"4200";"4200";"";"30.7.2021";"Rheinland-Pfalz";"54413";"Gusenburg";"";"";"Gusenburg";"Flur 7: Flurstück 318/4";"07235036";"49,623126";"6,918564";"";"";"Windpark Gusenburg Süd";"166";"136";"Vestas Deutschland GmbH";"V136-4.0/4.2MW";"";"";"Horizontalläufer";"Windkraft an Land";"30.7.2021";"";"1.9.2022";"JWP Jade Windpark GmbH&Co. 18. Betriebs KG";"ABR955129926154";"Volleinspeisung";"SGE946107528606";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE907898526141";"Biebelnheim-Gabsheim WEA 01";"In Planung";"Wind";"5600";"5600";"";"2.8.2021";"Rheinland-Pfalz";"55288";"Gabsheim";"";"";"Gabsheim";"Flur7: 164";"07331029";"49,816883";"8,152151";"";"";"Biebelnheim-Gabsheim";"166";"150";"Vestas Deutschland GmbH";"V150";"";"";"Horizontalläufer";"Windkraft an Land";"9.8.2021";"";"23.9.2022";"Windpark Biebelnheim-Gabsheim GmbH & Co. KG";"ABR953947463202";"Volleinspeisung";"SGE922260276684";"EWR Netz GmbH (SNB969068596941)";"SNB969068596941";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE915873813148";"Biebelnheim-Gabsheim WEA 02";"In Planung";"Wind";"5600";"5600";"";"2.8.2021";"Rheinland-Pfalz";"55288";"Gabsheim";"";"";"Gabsheim";"Flur7: 195, 196";"07331029";"49,813162";"8,152605";"";"";"Biebelnheim-Gabsheim";"166";"150";"Vestas Deutschland GmbH";"V150";"";"";"Horizontalläufer";"Windkraft an Land";"2.8.2021";"";"23.9.2022";"Windpark Biebelnheim-Gabsheim GmbH & Co. KG";"ABR953947463202";"Volleinspeisung";"SGE922260276684";"EWR Netz GmbH (SNB969068596941)";"SNB969068596941";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE965048655363";"Biebelnheim-Gabsheim WEA 03";"In Planung";"Wind";"5600";"5600";"";"2.8.2021";"Rheinland-Pfalz";"55234";"Biebelnheim";"";"";"Biebelnheim";"Flur16: 005";"07331010";"49,808405";"8,1589";"";"";"Biebelnheim-Gabsheim";"166";"150";"Vestas Deutschland GmbH";"V150";"";"";"Horizontalläufer";"Windkraft an Land";"2.8.2021";"";"23.9.2022";"Windpark Biebelnheim-Gabsheim GmbH & Co. KG";"ABR953947463202";"Volleinspeisung";"SGE922260276684";"EWR Netz GmbH (SNB969068596941)";"SNB969068596941";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE944379661410";"Biebelnheim-Gabsheim WEA 04";"In Planung";"Wind";"5600";"5600";"";"2.8.2021";"Rheinland-Pfalz";"55234";"Biebelnheim";"";"";"Biebelnheim";"Flur16: 018";"07331010";"49,810923";"8,166237";"";"";"Biebelnheim-Gabsheim";"166";"150";"Vestas Deutschland GmbH";"V150";"";"";"Horizontalläufer";"Windkraft an Land";"2.8.2021";"";"23.9.2022";"Windpark Biebelnheim-Gabsheim GmbH & Co. KG";"ABR953947463202";"Volleinspeisung";"SGE922260276684";"EWR Netz GmbH (SNB969068596941)";"SNB969068596941";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE922996232336";"Bescheid Süd WEA 01";"In Planung";"Wind";"4200";"4200";"";"3.8.2021";"Rheinland-Pfalz";"54413";"Bescheid";"";"";"Bescheid";"Flur17: 001/10";"07235005";"49,74009";"6,871339";"";"";"Bescheid Süd";"166";"150";"Vestas Deutschland GmbH";"V150";"";"";"Horizontalläufer";"Windkraft an Land";"3.8.2021";"";"5.5.2023";"juwi AG";"ABR941190092140";"Volleinspeisung";"SGE911986147040";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";""""""""
"SEE902677050817";"Bescheid Süd WEA 02";"In Planung";"Wind";"4200";"4200";"";"3.8.2021";"Rheinland-Pfalz";"54413";"Bescheid";"";"";"Bescheid";"Flur17: 001/10";"07235005";"49,739821";"6,877277";"";"";"Bescheid Süd";"166";"150";"Vestas Deutschland GmbH";"V150";"";"";"Horizontalläufer";"Windkraft an Land";"3.8.2021";"";"24.5.2023";"juwi AG";"ABR941190092140";"Volleinspeisung";"SGE911986147040";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";""""""""
"SEE993049377137";"Bescheid Süd WEA 03";"In Planung";"Wind";"4200";"4200";"";"3.8.2021";"Rheinland-Pfalz";"54413";"Bescheid";"";"";"Bescheid";"Flur17: 016/10";"07235005";"49,737262";"6,881942";"";"";"Bescheid Süd";"166";"150";"Vestas Deutschland GmbH";"V150";"";"";"Horizontalläufer";"Windkraft an Land";"3.8.2021";"";"12.6.2023";"juwi AG";"ABR941190092140";"Volleinspeisung";"SGE911986147040";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";""""""""
"SEE918549334862";"Bescheid Süd WEA 04";"In Planung";"Wind";"4200";"4200";"";"3.8.2021";"Rheinland-Pfalz";"54413";"Bescheid";"";"";"Bescheid";"Flur17: 016/10";"07235005";"49,73383";"6,886116";"";"";"Bescheid Süd";"166";"150";"Vestas Deutschland GmbH";"V150";"";"";"Horizontalläufer";"Windkraft an Land";"3.8.2021";"";"30.6.2023";"juwi AG";"ABR941190092140";"Volleinspeisung";"SGE911986147040";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Hochspannung";"";"";"";"";"";""""""""
"SEE974258206128";"GBG01";"In Planung";"Wind";"3600";"3600";"";"19.8.2021";"Rheinland-Pfalz";"54413";"Grimburg";"";"";"Grimburg";"4: 010";"07235035";"49,649727";"6,884899";"";"";"Windpark Hochwald";"134";"131";"Nordex Energy GmbH";"N131";"";"";"Horizontalläufer";"Windkraft an Land";"9.9.2021";"";"28.7.2024";"GAIA mbH";"ABR939457588048";"Volleinspeisung";"SGE962976340309";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE904669804262";"GBG02";"In Planung";"Wind";"3600";"3600";"";"19.8.2021";"Rheinland-Pfalz";"54413";"Grimburg";"";"";"Grimburg";"3: 012";"07235035";"49,647111";"6,885012";"";"";"Windpark Hochwald";"134";"131";"Nordex Energy GmbH";"N131";"";"";"Horizontalläufer";"Windkraft an Land";"9.9.2021";"";"28.7.2024";"GAIA mbH";"ABR939457588048";"Volleinspeisung";"SGE962976340309";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE908593320775";"GBG03";"In Planung";"Wind";"3600";"3600";"";"19.8.2021";"Rheinland-Pfalz";"54413";"Grimburg";"";"";"Grimburg";"6: 008";"07235035";"49,638263";"6,876863";"";"";"Windpark Hochwald";"134";"131";"Nordex Energy GmbH";"N131";"";"";"Horizontalläufer";"Windkraft an Land";"22.9.2021";"";"28.7.2024";"GAIA mbH";"ABR939457588048";"Volleinspeisung";"SGE962976340309";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE953155256078";"RFD06";"In Planung";"Wind";"3600";"3600";"";"19.8.2021";"Rheinland-Pfalz";"54421";"Reinsfeld";"";"";"Reinsfeld";"49: 001,002";"07235114";"49,648358";"6,873542";"";"";"Windpark Hochwald";"134";"131";"Nordex Energy GmbH";"N131";"";"";"Horizontalläufer";"Windkraft an Land";"22.9.2021";"";"28.7.2024";"GAIA mbH";"ABR939457588048";"Volleinspeisung";"SGE962976340309";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE901201131077";"RFD09";"In Planung";"Wind";"3600";"3600";"";"19.8.2021";"Rheinland-Pfalz";"54421";"Reinsfeld";"";"";"Reinsfeld";"49: 001,002";"07235114";"49,650569";"6,880304";"";"";"Windpark Hochwald";"134";"131";"Nordex Energy GmbH";"N131";"";"";"Horizontalläufer";"Windkraft an Land";"22.9.2021";"";"28.7.2024";"GAIA mbH";"ABR939457588048";"Volleinspeisung";"SGE962976340309";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE970903688509";"RFD12";"In Planung";"Wind";"3600";"3600";"";"19.8.2021";"Rheinland-Pfalz";"54421";"Reinsfeld";"";"";"Reinsfeld";"48: 002,002";"07235114";"49,653689";"6,886598";"";"";"Windpark Hochwald";"134";"131";"Nordex Energy GmbH";"N131";"";"";"Horizontalläufer";"Windkraft an Land";"22.9.2021";"";"28.7.2024";"GAIA mbH";"ABR939457588048";"Volleinspeisung";"SGE962976340309";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE993111850773";"EnerconE40S";"In Betrieb";"Wind";"600";"600";"27.4.2000";"21.9.2021";"Rheinland-Pfalz";"65558";"Holzheim";"";"";"Holzheim";"Flur 4, Flurstück 7";"07141061";"50,358854";"8,059275";"";"";"DiaWind";"77,9";"44";"ENERCON GmbH";"E-40-S";"";"";"Horizontalläufer";"Windkraft an Land";"21.9.2021";"";"";"DiaWind Gesellschaft zum Betrieb von Windenergieanlagen";"ABR974373345238";"Volleinspeisung";"";"Syna GmbH (SNB918250928893)";"SNB918250928893";"Geprüft";"Mittelspannung";"SEL953958146705";"EEG986224814367";"E31495010000000000060208039500000";"27.4.2000";"";""""""""
"SEE998154307796";"Windkraftanlage";"In Betrieb";"Wind";"3,6";"3,6";"15.11.2013";"3.10.2021";"Rheinland-Pfalz";"55758";"Allenbach";"";"";"";"";"07134003";"";"";"";"";"Windkraftanlage Allenbach";"15,3";"3,5";"Sonstige";"Braun Antaris 3.5";"";"";"Horizontalläufer";"Windkraft an Land";"9.10.2021";"";"";"ReSta GbR";"ABR951667463137";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL967446935948";"EEG998338866187";"";"15.11.2013";"";""""""""
"SEE914089508138";"WEA Hisel";"In Betrieb";"Wind";"2000";"2000";"17.5.2011";"5.10.2021";"Rheinland-Pfalz";"54646";"Brimingen";"";"";"Brimingen";"Flur 1, Flurstück 35/2";"07232502";"49,961142";"6,366226";"";"";"Windenergie Hisel";"";"90";"Vestas Deutschland GmbH";"V 90";"";"";"Vertikalläufer";"Windkraft an Land";"6.10.2021";"";"";"WindNRG-Pro GmbH & Co. KG";"ABR940198917493";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL904875300626";"EEG959333670957";"E31238010000020170000009529227178";"17.5.2011";"";""""""""
"SEE973670634021";"WEA1";"In Planung";"Wind";"5600";"5600";"";"4.11.2021";"Rheinland-Pfalz";"55592";"Desloch";"";"";"Desloch";"Flur 17 Flurstücke 64, 65, 66";"07133024";"49,725041";"7,60962";"";"";"Windpark Desloch GmbH & Co. KG";"169";"162";"Vestas Deutschland GmbH";"V-162";"";"";"Horizontalläufer";"Windkraft an Land";"4.11.2021";"";"30.10.2023";"BayWa r.e. Wind GmbH";"ABR932682301871";"Volleinspeisung";"SGE984648962008";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE952414346413";"WEA2";"In Planung";"Wind";"5600";"5600";"";"4.11.2021";"Rheinland-Pfalz";"55592";"Desloch";"";"";"Desloch";"Flur 17 Flurstück 84";"07133024";"49,721935";"7,604853";"";"";"Windpark Desloch GmbH & Co. KG";"169";"162";"Vestas Deutschland GmbH";"V-162";"";"";"Horizontalläufer";"Windkraft an Land";"4.11.2021";"";"30.10.2023";"BayWa r.e. Wind GmbH";"ABR932682301871";"Volleinspeisung";"SGE984648962008";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"";"Mittelspannung";"";"";"";"";"";""""""""
"SEE957745530890";"Gaubi-WEA K110-017";"In Betrieb";"Wind";"2400";"2400";"15.5.2013";"12.11.2021";"Rheinland-Pfalz";"55578";"Wallertheim";"Flur 15 / 146 / 147";"900 Z";"";"";"07331068";"49,816119";"8,019177";"";"";"Gau-Bickelheim-Wallertheim";"145";"109";"Kenersys Europe GmbH";"K110";"";"";"Horizontalläufer";"Windkraft an Land";"12.11.2021";"";"";"natürliche Person (ABR953164807599)";"ABR953164807599";"Volleinspeisung";"";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL928336142723";"EEG968589939541";"E3123801V000000000000027431976289";"15.5.2013";"";""""""""
